ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
367,Improving the ecosystem conservation as supported Kulati Village,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2013,Data not available,Indonesia,East Asian Sea,Komunitas Nelayan Tomia,Komunitas Nelayan Tomia,USD 34019,USD 17000,USD 17019,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20043&Itemid=272,Data not available
415,Improving the management of the invasive lionfish (Pterois volitans) by determining movement patterns and depth preference,European Commission through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Marine Protected Areas Management,Active,2016,2018,United Kingdom,Wider Caribbean,Data not available,Central Caribbean Marine Institute,USD 93887,Data not available,Data not available,Coral Reef,Data not available,Data not available
434,Influence of nutrient starvation on corals' susceptibility to bleaching,European Commission Framework Programme 7,Climate Change Resilience,Closed,2012,2017,United Kingdom,Data not available,University of Southampton,University of Southampton,USD 1645658,USD 1645658,USD 0,Coral Reef,https://cordis.europa.eu/project/rcn/105179_en.html,Data not available
13,Integrated Ecological Planning and Sustainable Land Management in Coastal Ecosystems in the Comoros in the Three Island of (Grand Comore / Anjouan / Moheli),Global Environment Facility (GEF) Trust Fund,Promoting sustainable living and alternative livelihoods,Closed,2007,2008,Comoros,Mediterranean; Red Sea and Gulf of Aden,Ministry of Agriculture Fisheries and Environment,International Fund for Agricultural Development; Ministry of Agriculture Fisheries and Environment,USD 2872000,USD 1000000,USD 1872000,Coral Reef,https://www.thegef.org/project/sip-integrated-ecological-planning-and-sustainable-land-management-coastal-ecosystems,Data not available
112,Integrated Ecosystem Management in 3 Priority Ecoregions,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,2001,2010,Mexico,North-East Pacific; Wider Caribbean,Sustainable Regional Development Program (PRODERS),United Nations Development Programme (UNDP); Secretariat of Environment; Natural Resources Fisheries,USD 77365066,USD 15650000,USD 61715066,Mangrove,https://www.thegef.org/project/integrated-ecosystem-management-3-priority-ecoregions,Data not available
175,Integrated management of mangrove and associated wetlands and coastal forests ecosystems of the Republic of Congo,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,2012,2016,Congo,West and Central Africa,Ministere du tourisme et de l'environnement,Food and Agriculture Organisation; Direction générale de l'environnement (DGE); Direction générale de l'économie forestière (DGEF); Délégation générale de la recherche scientifique et technologique (DGRST); International Tropical Timber Organisation (ITTO),USD 3404200,USD 1010000,USD 2394200,Coral Reef; Mangrove,https://www.thegef.org/project/cbsp-integrated-management-mangrove-and-associated-wetlands-and-coastal-forests-ecosystems,Data not available
313,Integrated Management of Marine and Coastal Areas of High Value for Biodiversity in Continental Ecuador,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Active,2014,Data not available,Ecuador,South-East Pacific,Food and Agriculture Organisation,Ministry of the Environment (MAE); Conservation International Foundation (CI),USD 23736255,USD 4329108,USD 19407147,Mangrove,https://www.thegef.org/project/integrated-management-marine-and-coastal-areas-high-value-biodiversity-continental-ecuador,Data not available
295,Integrated management of south-west coastal areas in the Indian Ocean,Fonds Français pour l'Environnement Mondial (FFEM); Indian Ocean Commission (COI); French Development Agency (AFD),Marine Protected Areas Management,Active,2014,2017,Data not available,Eastern Africa,Indian Ocean Commission,Fonds Français pour l'Environnement Mondial (FFEM),USD 9400000,Data not available,Data not available,Coral Reef,Data not available,Data not available
174,Integrated Management of the Ilha Grande Bay Ecosystem,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,2011,2016,Brazil,Wider Caribbean,Data not available,Food and Agriculture Organisation; Rio de Janeiro State Environmental Management Agency (FEEMA),USD 27450700,USD 2400000,USD 25050700,Coral Reef; Mangrove,https://www.thegef.org/project/integrated-management-ilha-grande-bay-ecosystem,Data not available
484,International Coral Reef Symposium in Australia,National Fish and Wildlife Foundation (Coral Reef Conservation Fund),Monitoring and Research,Closed,2011,Data not available,Australia,Pacific,ARC Centre of Excellence for Coral Reef Studies James Cook University,ARC Centre of Excellence for Coral Reef Studies James Cook University,USD 216000,USD 108000,USD 108000,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=29618,Host the International Coral Reef Symposium - a quadrennial meeting of coral reef scientists managers and conservation planners. The symposium will be held in Cairns Australia in July 2012.
152,Island-wide conservation of marine biodiversity with a focus on coral reefs through community involvement and action,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2008,2011,Malaysia,East Asian Sea,Reef Check Malaysia Berhad,Reef Check Malaysia Berhad,USD 106060,USD 50000,USD 56060,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13088&Itemid=272,Data not available
71,Kimbe Bay Marine Awareness,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2000,2003,Papua New Guinea,Pacific,Mahonia na dari research and conservation center,Mahonia Na Dari Research and Conservation Center,USD 18248,USD 18248,USD 0,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=4584&Itemid=272,Data not available
5,Knowledge Base for Lessons Learned and Best Practices in the Management of Coral Reefs,Global Environment Facility (GEF) Trust Fund,Conservation and Sustainability,Closed,2005,2009,Philippines,East Asian Sea,World Fish Center,United Nations Environment; World Fish Center,USD 1914000,USD 965000,USD 949000,Coral Reef,https://www.thegef.org/project/knowledge-base-lessons-learned-and-best-practices-management-coral-reefs,Data not available
205,Knowledge Fair for GEF SGP 20 years celebrations in Mauritius,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2015,2015,Mauritius,Eastern Africa,Eco-Sud,Eco-Sud,USD 43984,USD 5000,USD 38984,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23047&Itemid=272,Data not available
206,LAGON BLEU - Preservation of the Marine and Coastal Ecosystem of Blue Bay and Pointe d'Esny,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2010,2012,Mauritius,Eastern Africa,Eco-Sud,Eco-Sud,USD 102978,USD 50000,USD 52978,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15020&Itemid=272,Data not available
249,Lawad Laborie - Effective Management of and Sustainable Livelihoods in Laborie Bay - Saint Lucia,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2014,2014,Saint Lucia,Wider Caribbean,Anse Kawèt Crafters,Anse Kawèt,USD 5562,USD 4426,USD 1136,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22011&Itemid=272,Data not available
364,Lionfish containment program incorporating structured culling practices data collection and promotion for consumption and jewelry,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Active,2015,Data not available,Grenada,Wider Caribbean,Grenada Chamber of Industry and Commerce,Grenada Chamber of Industry and Commerce,USD 74669,USD 50000,USD 24669,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22817&Itemid=272,Data not available
322,LME-EA Coral Triangle Initiative Project (COREMAPIII-CTI),Global Environment Facility (GEF) Trust Fund,Promoting sustainable living and alternative livelihoods,Active,2013,Data not available,Indonesia,East Asian Sea,Community members and national government staff,World Bank; Ministry of Marine Affairs and Fisheries; Indonesian Institute of Sciences (LIPI),USD 56180000,USD 10000000,USD 46180000,Coral Reef,https://www.thegef.org/project/lme-ea-coral-triangle-initiative-project-coremapiii-cti,Data not available
396,Loa Community Mangrove Conservation Project,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2010,Data not available,Solomon Islands,Pacific,Loa Community Mangrove Replanting Project,Loa Community Mangrove Replanting Project,USD 2000,USD 2000,USD 0,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16438&Itemid=272,Data not available
43,Local community alternative energy for food security and local needs and ecological preservation in Puntondo South Sulawesi,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Promoting sustainable living and alternative livelihoods,Closed,2007,2008,Indonesia,East Asian Sea,Pusat Pendidikan Lingkungan Hidup Puntondo,Pusat Pendidikan Lingkungan Hidup Puntondo,USD 44540,USD 32000,USD 12540,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11478&Itemid=272,Data not available
74,Local Community-Based Coral Reef Conservation and Empowering Local People's Income,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability; Promoting sustainable living and alternative livelihoods,Closed,2002,2004,Indonesia,East Asian Sea,Yayasan Kalpataru Nusa Lestari,Yayasan Kalpataru Nusa Lestari,USD 68573,USD 35295,USD 33278,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5760&Itemid=272,Data not available
1,Local governance and capacity for integrated coastal development in Laborie St. Lucia,Global Environment Facility (GEF) Small Grants Programme,Policy and Legislation,Closed,2004,2008,Saint Lucia ,Wider Caribbean,Laborie Development Foundation Inc.,Laborie Development Foundation Inc.,USD 75627,USD 32081,USD 43546,Coral Reef; Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=8000&Itemid=272,Data not available
80,Majuro Reef Protection Mooring Project in Republic of the Marshall Islands,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2007,2009,Micronesia Federated States of,Pacific,Mieco Beach Yacht Club,Mieco Beach Yacht Club,USD 68052,USD 49522,USD 18530,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11604&Itemid=272,Data not available
268,Making the Case to Protect Australia's Coral Sea,Pew Environment Group; International Fund for Animal Welfare (IFAW); Australian Conservation Foundation; Australian Marine Conservation Society; Project AWARE Foundation; Humane Society International; Queensland Conservation Council,Communication and Awareness,Closed,2011,2011,Australia,Pacific,Government of Australia,Protect our coral sea organisation,Data not available,Data not available,Data not available,Coral Reef,https://www.issuelab.org/resource/making-the-case-to-protect-australia-s-coral-sea.html,Data not available
410,Management of invasive lionfish hotspots: conservation of biodiversity on mesophotic coral ecosystems in Bermuda,European Commission through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Conservation and Sustainability,Active,2016,2018,United Kingdom,Wider Caribbean,Data not available,Bermuda Institute of Ocean Sciences (BIOS),USD 90653,USD 90653,Data not available,Coral Reef,Data not available,Focusing on: Reef ecosystems. Conservation and sustainable use. Conservation zones. Management. Monitoring protocols
306,Management of marine biodiversity - coastal and island in the East Africa and Indian Ocean region,European Union,Communication and Awareness; Promoting sustainable living and alternative livelihoods,Active,2014,2018,Tanzania; Kenya; Seychelles; Mauritius; Comoros; Madagascar,Eastern Africa,Tanzania; Kenya; Seychelles; Mauritius; Comoros; Madagascar,Indian Ocean Commission,USD 19132653,USD 19132653,Data not available,Coral Reef,https://webgate.ec.europa.eu/europeaid/online-services/index.cfm?ADSSChck=1439047138662&do=publi.getDoc&documentId=150972&pubID=137091,Strengthen national and regional capacities at all levels in the management of biodiversity and coastal marine and island to contribute to the conservation and sustainable use of resources for the benefit of the population.
393,Management Protection and Development of coastal coral ecosystem. Development of community-based eco-tourism in Nhon Hai commun - Quy Nhon city Binh dinh province,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2015,2017,Viet Nam,East Asian Sea,Fisheries Association of Binh Dinh Province,Fisheries Association of Binh Dinh Province,USD 106476,USD 47978,USD 58498,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23578&Itemid=272,Data not available
287,Managing Coral Reefs for Adaptation Potential,Gordon and Betty Moore Foundation,Monitoring and Research,Closed,2015,2018,Honduras,Wider Caribbean,Data not available,Data not available,USD 500000,USD 500000,Data not available,Coral Reef,"http://coral.org/wordpress/wp-content/uploads/2017/07/2016_MAR_ARBROCHURE_V24_FINAL_OnlineVersion.pdf",Data not available
417,Managing Mangroves and Production Landscapes for Climate Change Mitigation,Global Environment Facility (GEF),Climate Change Resilience,Not yet active / Not yet approved,2016,Data not available,Guinea-Bissau,West and Central Africa,Data not available,International Union for Conservation of Nature (IUCN),USD 3280000,Data not available,USD 3280000,Mangrove,https://www.iucn.org/sites/dev/files/guinea-bissau_mangroves_landscapes_ppg_rfp_10_october_2016_-_final.pdf,Data not available
273,Managing Parrotfish Fisheries in the Caribbean,Pew Charitable Trusts,Fisheries Management and Governance,Closed,2014,2014,Antigua and Barbuda,Wider Caribbean,Carribean Islands,Pew Charitable Trusts,Data not available,Data not available,Data not available,Coral Reef,http://www.pewtrusts.org/~/media/assets/2014/04/07/oceansciencemumbycoralreefstudy.pdf?la=en,Data not available
67,Manejo y conservación de los ecosistemas marinos en la Ensenada de Atacames a través de la observación de ballenas,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2001,2002,Ecuador,South-East Pacific,Asociacion Aventuras del Mar,Asociacion Aventuras del Mar,USD 70374,USD 28124,USD 42250,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5046&Itemid=272,Data not available
84,Mangrove Conservation Coral Reef Management and Kitang Fishing in the Tagabinet-Ulugan Bay Area Project,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance; Marine Protected Areas Management,Closed,2002,2006,Indonesia,East Asian Sea,PANLIPI-Palawan,PANLIPI-Palawan,USD 53072,USD 49968,USD 3104,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=6069&Itemid=272,Data not available
101,Mangrove Conservation in Bais Bay (VISAYAS),Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,1993,1998,Philippines,East Asian Sea,Gabayan Foundation Inc.,Gabayan Foundation Inc.,USD 14806,USD 14806,USD 0,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=4022&Itemid=272,Data not available
109,Mangrove Nursery Improvement Project (LUZON),Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability,Closed,2000,2001,Philippines,East Asian Sea,La Huerta United Paranaque Fishermen's Association,La Huerta United Paranaque Fishermen's Association,USD 1713,USD 1362,USD 351,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=3735&Itemid=272,Data not available
104,Mangrove replanting and reseeding in affected Kingdom of Saudi Arabia (KSA) and Australian Bureay of Statistics (ABS) areas,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2008,2009,Micronesia Federated States of,Pacific,Kosrae Women Association,Kosrae Women Association,USD 36306,USD 19058,USD 17248,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11719&Itemid=272,Data not available
107,Mangrove restoration and lagoon complex management by Sewalanka Foundation,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability,Closed,2002,2004,Sri Lanka,South Asian Seas,Sewalanka Foundation,Sewalanka Foundation,USD 29170,USD 19187,USD 9983,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=440&Itemid=272,Data not available
325,Mangroves for the Future - Phase three of the National Strategic Action Plan (NASP),Ministry of the Environment and Energy Section for natural resources (Sweden),Conservation and Sustainability,Active,2015,2018,Viet Nam,East Asian Sea,Ministry of Agriculture and Rural Development (MARD),Forestry Institute on Planning and Inventory (PIFI); Ministry of Agriculture and Rural Development (MARD); Vietnam Administration of Seas and Islands (VASI),USD 8340000,Data not available,Data not available,Mangrove,https://www.iucn.org/sites/dev/files/import/downloads/final_vn_nsap_2015_2018___ta_layout.pdf,Data not available
344,MarAlliance Creating a Conservation Baseline and Constituency for Marine Megafauna in the Mesoamercian Barrier Reef System (MBRS),Oak Foundation,Conservation and Sustainability,Active,2014,2019,United States of America,Wider Caribbean,European Marine Biological Resource Centre Biobank (EMBRC),Wildlife Conservation Network,USD 1135900,USD 375000,USD 760900,Coral Reef,https://www.wildnet.org,Data not available
53,Marine Biodiversity Protection and Management,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Closed,1999,2004,Samoa,Pacific,Department of Fisheries; Ministry of Agriculture Fisheries and Forestry,World Bank; International Union for Conservation of Nature (IUCN),USD 1583126,USD 658148,USD 924978,Coral Reef; Mangrove; Seagrass,https://www.thegef.org/project/marine-biodiversity-protection-and-management,Data not available
224,Marine Conservation and Rehabiitation,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2010,2012,Samoa,Pacific,Alii ma Faipule Matautu Falealili,Alii ma Faipule Matautu Falealili,USD 25387,USD 16387,USD 9000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15741&Itemid=272,Data not available
305,Marine ecosystem review and associated projects in 3 countries,Oak Foundation,Marine Protected Areas Management; Monitoring and Research,Active,2014,2017,France; Mozambique,Eastern Africa,Fondation Ensemble; Oak Foundation; other interested stakeholders,Foundation Esemble,USD 1223214,USD 1000000,USD 223214,Coral Reef,https://www.researchgate.net/publication/271510319_Mozambique_marine_ecosystems_review,Data not available
24,Marine Environmental Education In The Community ,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2005,2006,Mauritius,Eastern Africa,Shoals Rodrigues Association,Shoals Rodrigues Association,USD 98034,USD 37019,USD 61015,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=8365&Itemid=272,Data not available
383,Marine Protected Area,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Active,2015,2017,Samoa,Pacific,Satuiatua Komiti O Atinae,Satuiatua Komiti O Atinae,USD 45000,USD 30000,USD 15000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23557&Itemid=272,Data not available
309,Marshall Islands Coral Reef Education and Conservation Program and Science Summer Camp,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Active,2016,2016,Marshall Islands,Pacific,Women United Together Marshall Islands/ Mejit Youth Council,Women United Together Marshall Islands; Mejit Youth Council,USD 104947,USD 49947,USD 55000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=24158&Itemid=272,Data not available
308,Maskelynes islands mooring and reef cleanup project,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2012,2014,Vanuatu,Pacific,Maskelyne Tourism Association,Maskelyne Tourism Association,USD 59079,USD 29344,USD 29735,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17834&Itemid=272,Data not available
384,Mesei: Restoration Development and Management of Ngarchelong Taro Fields' Landscapes,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2014,2017,Palau,Pacific,Palau Resource Institute,Palau Resource Institute,USD 133000,USD 50000,USD 83000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21322&Itemid=272,Data not available
184,Mesoamerica Sustainable Fisheries Initiative,Oak Foundation,Fisheries Management and Governance,Closed,2012,2015,Honduras,Wider Caribbean,Government of Belize,Environmental Defense Inc,USD 1060346,USD 600000,USD 460346,Coral Reef,Data not available,Data not available
181,Mesoamerican Reef (MAR) Leadership Programme,Oak Foundation,Conservation and Sustainability,Closed,2011,2013,Belize; Guatemala; Honduras; Mexico,Wider Caribbean,71 MAR fellows; civil society organisations; government agencies; private sector; 2.2 million coastal community inhabitants,Fondo Mexicano para la Conservation de la Naturaleza A.C.,USD 967647,USD 240000,USD 727647,Coral Reef,https://www.fmcn.org/www.ma..,Data not available
290,Mesoamerican Sustainable Fisheries Initiative,Oak Foundation,Fisheries Management and Governance,Active,2015,2017,Belize,Wider Caribbean,Environmental Defense Inc,Environmental Defense Inc,USD 342500,USD 200000,USD 142500,Coral Reef,https://www.edf.org,Data not available
248,Mitigating the impact of tourism in sensitive marine habitats: The Elizabeth Harbour day use mooring buoy project,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2014,Bahamas,Wider Caribbean,Elizabeth Harbour Conservation Partnership,Elizabeth Harbour Conservation Partnership,USD 33115,USD 19080,USD 14035,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20680&Itemid=272,Data not available
392,Model for the sustainability of conservation and restoration projects in coral reefs,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2015,Data not available,Dominican Republic,Wider Caribbean,Fundación Dominicana de Estudios Marinos Inc.,Fundación Dominicana de Estudios Marinos Inc.,USD 65839,USD 27428,USD 38411,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22964&Itemid=272,Modelo para la sostenibilidad de proyectos de conservación y restauración en los arrecifes de coral
327,Monitoring and rehabilitation of reefs of Vilingili,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Active,2014,2015,Maldives,South Asian Seas,Save the Beach,Save the Beach,USD 42613,USD 17210,USD 25403,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21913&Itemid=272,Data not available
236,Mulhers amigas do ambiente e maricultura em Mongue,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2013,2014,Mozambique,Eastern Africa,Acudes Projecto SNV,Acudes Projecto SNV,USD 26015,USD 20015,USD 6000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19973&Itemid=272,Data not available
244,Namuaimada Community Conservation Area,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2010,2012,Fiji,Pacific,Namuamada Women's Group,Namuamada Women's Group,USD 13837,USD 12000,USD 1837,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16436&Itemid=272,Data not available
470,National Coral Reef Institute,NOAA Coral Reef Conservation Program,Monitoring and Research,Data not available,2010,Data not available,United States of America,Atlantic; Wider Caribbean,NOAA's Coral Reef Institutes,NOAA's Coral Reef Institutes,USD 1045000,USD 1045000,USD 0,Coral Reef,https://ocmcoralreef.blob.core.windows.net/coralreef-prod/media/docs/fy10_grant_awards.pdf,Coral Reef Institutes
332,National Marine Monument Coalition,Oceans5; Center for American Progress (CAP),Conservation and Sustainability,Active,2015,2017,United States of America,Pacific,Center for American Progress (CAP),National Ocean Protection Coalition,USD 103000,Data not available,Data not available,Coral Reef,http://oceans5.org/project/national-marine-monument-coalition/,Data not available
228,Natokalau village composting piggery waste management project,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2014,Fiji,Pacific,Natokalau Piggery committee (Natokalau Qoliqoli),Natokalau Piggery committee (Natokalau Qoliqoli),USD 31778,USD 23821,USD 7957,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19388&Itemid=272,Data not available
212,Natural resources conservation through community-based ecotourism in Maratua - Berau District East Kalimantan,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2013,2014,Indonesia,East Asian Sea,KSM Da'kayu Akkal Maratua,KSM Da'kayu Akkal Maratua,USD 66736,USD 30000,USD 36736,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19479&Itemid=272,Data not available
252,Navutulevu Coral Reef Resilience Project,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2011,2011,Fiji,Pacific,Navutulevu Development Fund,Navutulevu Development Fund,USD 6587,USD 5000,USD 1587,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16907&Itemid=272,Data not available
388,Navutulevu coral reef resilience project,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2012,Data not available,Fiji,Pacific,Navutulevu Development Committee,Navutulevu Development Committee,USD 56730,USD 44230,USD 12500,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17622&Itemid=272,Data not available
378,Networking for watershed management and ecotourism within Sarakata watershed,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2015,Data not available,Vanuatu,Pacific,Eco Friends Networks,Eco Friends Networks,USD 76107,USD 42826,USD 33281,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22452&Itemid=272,Data not available
150,Networking of Small Grants Programme (SGP) Projetcs in Qeshm,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2008,2011,Iran Islamic Republic of ,ROPME Sea Area,Technical team of environmentalists in collaboration with Local Village Councils of Lark / Laft / Shibderaz / Sarrigh / Salakh and Fishermen of Berkeh Khalaf,Technical team of environmentalists in collaboration with Local Village Councils of Lark / Laft / Shibderaz / Sarrigh / Salakh and Fishermen of Berkeh Khalaf,USD 82500,USD 50000,USD 32500,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12879&Itemid=272,Data not available
262,New England Coral Canyons and Seamounts,Natural Resources Defense Council (NRDC); Mystic Aquarium,Marine Protected Areas Management,Closed,2015,2015,United States of America,North West Atlantic,Data not available,Data not available,Data not available,Data not available,Data not available,Coral Reef,https://www.nrdc.org/sites/default/files/new-england-deep-sea-treasures-IB.pdf,Data not available
70,North Efate Coastal Resources Management Networking,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability; Marine Protected Areas Management,Closed,2009,2009,Vanuatu,Pacific,Foundation of the People of the South Pacific-Vanuatu,Foundation of the People of the South Pacific-Vanuatu,USD 2750,USD 2500,USD 250,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14031&Itemid=272,Data not available
341,Oceans Five Alliance - Renewal 2016,Oak Foundation,Policy and Legislation,Active,2016,2019,United States of America,Pacific,Marine Reserves,Rockefeller Philanthropy Advisors Inc.,USD 14000000,USD 3000000,USD 11000000,Coral Reef,https://www.rockpa.org,Data not available
374,Optimizing the role of civil society in village management and developing potential ecologicalin support tourism activity,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2014,Data not available,Indonesia,East Asian Sea,Lembaga Pengelola Sumberdaya Terumbu Karang (LPSTK) Desa BENAN,Lembaga Pengelola Sumberdaya Terumbu Karang (LPSTK) Desa BENAN,USD 33980,USD 26000,USD 7980,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21296&Itemid=272,Data not available
137,Ordenamiento Sostenible de Turismo de Yates Veleros en la Zona Costera de la Comarca de Kuna Yala,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2009,2010,Panama,North-East Pacific; South-East Pacific; Wider Caribbean,Asociacion Kunas Unidos por Napguana,Asociacion Kunas Unidos por Napguana,USD 25470,USD 2000,USD 23470,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13302&Itemid=272,Data not available
106,Oriental Mindoro mangrove rehabilitation program,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2004,2006,Philippines,East Asian Sea,Halcon Mountaineers Association Inc.,Halcon Mountaineers Association Inc.,USD 59923,USD 39783,USD 20140,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=7800&Itemid=272,Data not available
406,Pacific Biodiversity Blue Belt,European Commission through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Marine Protected Areas Management,Active,2016,2018,France; United Kingdom,Pacific,Members in Pacific Island Territories (SPREP),"Secretariat of the Pacific Regional Environment Programme (SPREP); Agence des Aires Marines
Protégées (AAMP)",USD 469145,USD 425422,USD 43723,Coral Reef,Data not available,Data not available
